target_id	length	eff_length	est_counts	tpm
ATCG00890.1	1170	951.407	12	2.20379
ATCG00900.1	468	252.864	36.5	25.221
ATCG00905.1	258	72.9265	26.5	63.4916
ATCG01000.1	1032	813.407	0	0
ATCG01010.1	2241	2022.41	13	1.12313
ATCG01020.1	159	21.1157	110	910.213
ATCG01040.1	987	768.407	5	1.13693
ATCG01050.1	1521	1302.41	17	2.28065
ATCG01060.1	246	64.8936	16	43.0799
ATCG01070.1	306	108.348	3	4.83787
ATCG01080.1	531	313.8	6	3.34083
ATCG01090.1	519	302.048	7	4.04928
ATCG01100.1	1083	864.407	23	4.64906
ATCG01110.1	1182	963.407	4	0.725448
ATCG01120.1	267	79.4026	1	2.2005
ATCG01130.1	5361	5142.41	83	2.82012
ATCG01230.1	258	72.9265	26.5	63.4916
ATCG01240.1	468	252.864	36.5	25.221
ATCG01250.1	1170	951.407	12	2.20379
ATCG01270.1	234	57.1798	0.5	1.52786
ATCG01280.1	6885	6666.41	7.5	0.196574
ATCG01300.1	282	89.7634	4	7.78604
ATCG01310.1	825	606.542	53.5	15.4116
AT2G01008.1	1239	1020.41	247	42.2941
AT2G01021.1	102	14.902	2378	27882
AT2G01023.1	120	12.3255	2	28.3519
AT2G01050.1	1548	1329.41	0	0
AT2G01060.1	1264	1045.41	235	39.277
AT2G01070.1	1807	1588.41	84	9.24003
AT2G01080.1	1004	785.407	33	7.34134
AT2G01090.1	537	319.61	116	63.4153
AT2G01100.1	1211	992.407	435	76.5871
AT2G01110.1	1690	1471.41	475	56.4049
AT2G01120.2	1457	1238.41	13	1.83415
AT2G01130.1	3655	3436.41	123	6.25398
AT2G01140.1	1535	1316.41	286	37.9605
AT2G01150.1	847	628.542	8	2.22388
AT2G01170.1	1808	1589.41	99	10.8832
AT2G01175.1	1333	1114.41	16	2.5086
AT2G01180.1	1514	1295.41	90	12.1393
AT2G01190.1	2555	2336.41	265	19.8177
AT2G01200.2	872	653.478	0	0
AT2G01210.1	2331	2112.41	1	0.0827139
AT2G01220.2	1445	1226.41	260	37.042
AT2G01240.1	483	267.158	0	0
AT2G01250.1	1081	862.407	788	159.65
AT2G01260.1	1662	1443.41	105	12.7103
AT2G01270.1	2033	1814.41	205	19.7413
AT2G01275.1	1080	861.407	0	0
AT2G01280.1	2257	2038.41	2.86138	0.245268
AT2G01290.1	1464	1245.41	59.1386	8.2969
AT2G01300.1	673	454.64	61	23.4433
AT2G01310.1	162	22.0974	0	0
AT2G01320.3	2662	2443.41	224	16.018
AT2G01330.1	2079	1860.41	30	2.81753
AT2G01340.1	930	711.407	35.3451	8.68095
AT2G01350.1	1288	1069.41	562.655	91.9295
AT2G01360.1	483	267.158	0	0
AT2G01370.1	1012	793.407	0	0
AT2G01390.1	1734	1515.41	8	0.922394
AT2G01400.1	1022	803.407	81.6721	17.7621
AT2G01410.1	1368	1149.41	77.3279	11.7549
AT2G01420.2	2353	2134.41	301	24.6403
AT2G01430.1	828	609.542	0	0
AT2G01440.1	3363	3144.41	127	7.05701
AT2G01450.1	1766	1547.41	429	48.4405
AT2G01460.1	3022	2803.41	93	5.79633
AT2G01470.1	1464	1245.41	231	32.4083
AT2G01480.1	2610	2391.41	56	4.09158
AT2G01490.1	1153	934.407	545	101.91
AT2G01500.1	1325	1106.41	0	0
AT2G01505.1	493	276.777	25	15.7821
AT2G01510.1	1755	1536.41	11	1.25096
AT2G01520.1	789	570.542	8	2.44996
AT2G01530.1	737	518.594	4	1.34769
AT2G01540.1	977	758.407	330	76.027
AT2G01554.1	318	118.16	0	0
AT2G01560.1	1053	834.407	0	0
AT2G01570.1	2302	2083.41	366	30.6947
AT2G01580.1	862	643.478	0	0
AT2G01590.1	989	770.407	139	31.5247
AT2G01600.1	2127	1908.41	191	17.4871
AT2G01610.1	904	685.478	8	2.03917
AT2G01620.1	1026	807.407	127	27.4832
AT2G01630.1	1933	1714.41	55	5.60538
AT2G01640.1	676	457.64	40	15.2719
AT2G01650.1	1655	1436.41	386	46.9533
AT2G01660.1	1331	1112.41	12	1.88484
AT2G01667.1	102	14.902	0	0
AT2G01670.1	1211	992.407	721	126.941
AT2G01680.1	2043	1824.41	222	21.2612
AT2G01690.2	2983	2764.41	235	14.8533
AT2G01710.1	1268	1049.41	189	31.4683
AT2G01720.1	1719	1500.41	340	39.5937
AT2G01730.1	2063	1844.41	7	0.663128
AT2G01735.1	1306	1087.41	64	10.2836
AT2G01740.1	1680	1461.41	14	1.67384
AT2G01750.2	2339	2120.41	28	2.30725
AT2G01755.1	588	369.797	68	32.1293
AT2G01760.1	1405	1186.41	104	15.3164
AT2G01770.1	769	550.542	0	0
AT2G01780.1	828	609.542	0	0
AT2G01790.1	810	591.542	0	0
AT2G01800.1	915	696.478	0	0
AT2G01810.1	2321	2102.41	0	0
AT2G01818.1	916	697.478	7	1.75357
AT2G01820.1	3065	2846.41	211	12.9521
AT2G01830.2	3658	3439.41	11	0.558811
AT2G01850.1	1383	1164.41	1534	230.185
AT2G01860.1	1864	1645.41	178.258	18.9291
AT2G01870.1	936	717.407	164.742	40.1232
AT2G01880.1	1192	973.407	0	0
AT2G01890.1	1265	1046.41	7	1.16884
AT2G01900.1	1553	1334.41	0	0
AT2G01905.1	2604	2385.41	0	0
AT2G01910.1	2410	2191.41	273	21.7669
AT2G01913.1	777	558.542	3	0.938473
AT2G01918.1	743	524.542	16	5.32962
AT2G01920.1	939	720.407	0	0
AT2G01930.1	1237	1018.41	183	31.3968
AT2G01940.3	1878	1659.41	20	2.10588
AT2G01950.1	3641	3422.41	8	0.408427
AT2G01960.1	905	686.478	0	0
AT2G01970.1	2171	1952.41	263	23.5365
AT2G01980.1	3682	3463.41	104	5.24669
AT2G01990.1	907	688.478	21	5.32949
AT2G02000.1	1711	1492.41	1	0.117076
AT2G02010.1	1791	1572.41	9	1.00008
AT2G02020.1	1708	1489.41	23	2.69818
AT2G02023.1	312	113.297	0	0
AT2G02026.1	180	28.7684	0	0
AT2G02030.1	1005	786.407	0	0
AT2G02040.1	2002	1783.41	267	26.1587
AT2G02050.1	647	428.64	433	176.503
AT2G02060.1	1030	811.407	93	20.0263
AT2G02061.1	1227	1008.41	5	0.866344
AT2G02070.1	2116	1897.41	217	19.9827
AT2G02080.1	1844	1625.41	255	27.4116
AT2G02090.1	2617	2398.41	220	16.0271
AT2G02100.1	504	287.55	255	154.947
AT2G02103.1	1396	1177.41	0	0
AT2G02120.1	516	299.138	4	2.33638
AT2G02130.1	533	315.768	132	73.0401
AT2G02140.1	530	312.863	1	0.558473
AT2G02147.1	243	62.9883	2	5.54787
AT2G02148.1	1576	1357.41	35	4.5052
AT2G02150.1	2286	2067.41	25	2.11286
AT2G02160.1	2521	2302.41	809	61.3935
AT2G02170.1	1652	1433.41	43	5.24149
AT2G02180.1	1296	1077.41	405	65.6797
AT2G02220.1	3147	2928.41	281	16.7661
AT2G02230.1	1238	1019.41	90	15.4259
AT2G02240.1	963	744.407	3	0.704153
AT2G02250.1	960	741.407	0	0
AT2G02280.1	435	221.402	0	0
AT2G02290.1	909	690.478	0	0
AT2G02300.1	1248	1029.41	0	0
AT2G02310.1	924	705.478	0	0
AT2G02320.1	1079	860.407	0	0
AT2G02340.1	918	699.478	0	0
AT2G02350.1	1030	811.407	33	7.1061
AT2G02360.1	1144	925.407	490	92.5165
AT2G02370.1	1454	1235.41	158	22.3462
AT2G02380.1	815	596.542	3	0.878692
AT2G02390.3	962	743.407	461	108.35
AT2G02400.1	1260	1041.41	84	14.0934
AT2G02410.1	1286	1067.41	125	20.4614
AT2G02440.1	417	204.571	0	0
AT2G02450.2	1410	1191.41	261	38.2769
AT2G02470.1	1322	1103.41	219	34.6788
AT2G02480.1	4163	3944.41	29	1.28461
AT2G02490.1	1244	1025.41	0	0
AT2G02498.1	445	230.989	0	0
AT2G02500.1	1116	897.407	131	25.5057
AT2G02510.1	506	289.463	239	144.265
AT2G02515.1	401	189.832	0	0
AT2G02520.1	636	417.64	0	0
AT2G02540.1	1205	986.407	3	0.531399
AT2G02550.2	603	384.722	0	0
AT2G02560.1	4095	3876.41	207	9.33033
AT2G02570.1	1302	1083.41	526	84.8301
AT2G02580.1	1651	1432.41	0	0
AT2G02590.1	1209	990.407	42	7.40955
AT2G02610.1	2108	1889.41	0	0
AT2G02620.1	2125	1906.41	0	0
AT2G02630.1	2056	1837.41	0	0
AT2G02640.1	1884	1665.41	0	0
AT2G02650.1	1098	879.407	0	0
AT2G02660.1	1266	1047.41	0	0
AT2G02680.1	1950	1731.41	0	0
AT2G02690.1	1889	1670.41	0	0
AT2G02700.1	1500	1281.41	0	0
AT2G02710.1	1582	1363.41	1139	145.967
AT2G02720.1	1723	1504.41	2.01772	0.234343
AT2G02730.1	1523	1304.41	96.9823	12.9908
AT2G02740.1	1094	875.407	63	12.5744
AT2G02750.1	2390	2171.41	12	0.965597
AT2G02760.1	934	715.407	1425	348.031
AT2G02770.1	2161	1942.41	77	6.92638
AT2G02780.1	2314	2095.41	23	1.91785
AT2G02790.1	2067	1848.41	44	4.15921
AT2G02795.1	507	290.463	0	0
AT2G02800.1	1683	1464.41	234	27.9197
AT2G02810.1	1259	1040.41	516	86.6568
AT2G02820.2	2066	1847.41	12	1.13494
AT2G02835.1	597	378.722	0	0
AT2G02840.1	1306	1087.41	0	0
AT2G02850.1	708	489.594	0	0
AT2G02860.1	2138	1919.41	55	5.0067
AT2G02870.1	2190	1971.41	136	12.0537
AT2G02880.1	1280	1061.41	23	3.78619
AT2G02890.1	1596	1377.41	0	0
AT2G02910.1	1615	1396.41	37	4.62962
AT2G02930.1	939	720.407	33.004	8.0047
AT2G02950.1	1592	1373.41	370	47.0715
AT2G02955.1	2444	2225.41	31	2.43393
AT2G02960.5	1560	1341.41	344	44.8078
AT2G02970.1	2275	2056.41	219	18.6076
AT2G02980.1	2027	1808.41	32	3.09179
AT2G02990.1	1045	826.407	0	0
AT2G03000.1	1608	1389.41	0	0
AT2G03010.1	1107	888.407	10.2187	2.00974
AT2G03020.1	1117	898.407	0	0
AT2G03030.1	615	396.722	0	0
AT2G03040.1	501	284.607	4	2.45567
AT2G03050.1	1257	1038.41	34	5.72094
AT2G03060.2	1337	1118.41	31	4.84304
AT2G03070.1	2086	1867.41	45	4.21046
AT2G03090.1	1358	1139.41	0	0
AT2G03110.1	1030	811.407	5	1.07668
AT2G03120.1	1425	1206.41	764	110.651
AT2G03130.1	333	129.93	0	0
AT2G03140.2	5768	5549.41	170	5.35252
AT2G03150.1	4398	4179.41	270	11.2877
AT2G03160.1	603	384.722	0	0
AT2G03170.1	450	235.706	0	0
AT2G03180.1	363	155.871	0	0
AT2G03190.1	688	469.594	0	0
AT2G03200.1	1468	1249.41	0	0
AT2G03210.1	1620	1401.41	0	0
AT2G03220.1	1873	1654.41	77	8.13213
AT2G03230.1	459	244.415	0	0
AT2G03240.1	2752	2533.41	88	6.06923
AT2G03250.1	2271	2052.41	0	0
AT2G03260.1	2596	2377.41	4	0.293976
AT2G03270.1	2196	1977.41	42	3.71116
AT2G03280.2	1744	1525.41	15	1.71815
AT2G03290.1	814	595.542	0	0
AT2G03300.1	612	393.722	0	0
AT2G03310.1	845	626.542	380	105.972
AT2G03320.1	306	108.348	0	0
AT2G03330.1	1158	939.407	54	10.0438
AT2G03340.1	2128	1909.41	309	28.2759
AT2G03350.1	809	590.542	199	58.8787
AT2G03360.2	1486	1267.41	0	0
AT2G03370.1	1439	1220.41	0	0
AT2G03380.1	2070	1851.41	11	1.03812
AT2G03390.1	1366	1147.41	527	80.2508
AT2G03410.1	2412	2193.41	13.533	1.07803
AT2G03420.1	647	428.64	111.467	45.437
AT2G03430.1	1003	784.407	66	14.7014
AT2G03440.1	914	695.478	1088	273.339
AT2G03450.1	2194	1975.41	75	6.63377
AT2G03460.1	1280	1061.41	0	0
AT2G03470.1	1707	1488.41	347	40.7346
AT2G03480.1	2444	2225.41	43	3.3761
AT2G03500.1	1666	1447.41	6	0.724297
AT2G03505.1	866	647.478	15	4.04783
AT2G03510.1	1397	1178.41	452	67.0192
AT2G03520.1	1322	1103.41	0	0
AT2G03530.1	1368	1149.41	312	47.4282
AT2G03550.1	1048	829.407	364	76.6813
AT2G03560.1	1362	1143.41	0	0
AT2G03565.1	201	38.7391	0	0
AT2G03570.1	270	81.4552	0	0
AT2G03580.1	435	221.402	0	0
AT2G03590.1	1802	1583.41	60	6.62086
AT2G03600.4	1269	1050.41	0	0
AT2G03610.1	651	432.64	0	0
AT2G03620.1	1595	1376.41	134	17.0104
AT2G03630.1	759	540.542	0	0
AT2G03640.3	1727	1508.41	642	74.3657
AT2G03667.1	2043	1824.41	68	6.51243
AT2G03670.1	1975	1756.41	20	1.98958
AT2G03680.1	659	440.64	609.903	241.843
AT2G03690.1	1063	844.407	126.097	26.0922
AT2G03710.1	1341	1122.41	113	17.5907
AT2G03720.1	846	627.542	0	0
AT2G03730.1	1800	1581.41	259	28.6162
AT2G03740.1	857	638.478	0	0
AT2G03750.1	1255	1036.41	194	32.706
AT2G03760.1	1327	1108.41	134	21.1233
AT2G03770.1	975	756.407	2	0.461988
AT2G03780.1	1119	900.407	94	18.2408
AT2G03800.1	1262	1043.41	88	14.7362
AT2G03810.1	1787	1568.41	60	6.68419
AT2G03820.1	1841	1622.41	401	43.1858
AT2G03821.1	904	685.478	0	0
AT2G03822.1	174	26.4855	0	0
AT2G03830.1	678	459.64	3	1.14041
AT2G03840.1	837	618.542	0	0
AT2G03850.1	753	534.542	0	0
AT2G03870.2	669	450.64	292	113.216
AT2G03880.1	2167	1948.41	9	0.807084
AT2G03890.1	2893	2674.41	415	27.1129
AT2G03913.1	222	50.381	0	0
AT2G03930.2	495	278.749	0	0
AT2G03931.1	228	53.9601	0	0
AT2G03932.1	273	83.6064	0	0
AT2G03933.1	228	53.9601	0	0
AT2G03936.1	246	64.8936	0	0
AT2G03937.2	229	54.4896	0	0
AT2G03938.1	150	18.5066	0	0
AT2G03955.1	234	57.1798	0	0
AT2G03980.1	1420	1201.41	264	38.3946
AT2G04020.1	786	567.542	0	0
AT2G04025.1	511	294.257	0	0
AT2G04030.1	2680	2461.41	1064	75.5291
AT2G04031.1	620	401.722	0	0
AT2G04032.1	1342	1123.41	0	0
AT2G04034.1	279	87.6703	0	0
AT2G04037.1	474	258.606	0	0
AT2G04038.1	501	284.607	1	0.613917
AT2G04039.3	932	713.407	424	103.845
AT2G04040.1	1542	1323.41	13	1.71635
AT2G04041.1	456	241.537	0	0
AT2G04045.1	439	225.22	0	0
AT2G04046.1	333	129.93	0	0
AT2G04050.1	1431	1212.41	3	0.432343
AT2G04060.1	1410	1191.41	0	0
AT2G04063.1	339	134.96	0	0
AT2G04066.1	516	299.138	0	0
AT2G04070.1	1623	1404.41	25	3.11031
AT2G04080.1	1663	1444.41	426	51.5319
AT2G04090.1	1434	1215.41	0	0
AT2G04100.1	1661	1442.41	15	1.81702
AT2G04115.1	623	404.722	0	0
AT2G04160.1	2552	2333.41	44	3.29472
AT2G04170.1	1576	1357.41	29	3.73288
AT2G04190.1	1461	1242.41	0	0
AT2G04220.1	1107	888.407	0	0
AT2G04230.1	1930	1711.41	157	16.0288
AT2G04235.1	3981	3762.41	2	0.0928796
AT2G04240.1	849	630.542	152	42.1197
AT2G04270.5	3256	3037.41	150	8.62868
AT2G04280.1	2022	1803.41	191	18.5053
AT2G04300.1	2658	2439.41	0	0
AT2G04305.1	1821	1602.41	215	23.4435
AT2G04340.1	984	765.407	129	29.4478
AT2G04350.1	2434	2215.41	255	20.1114
AT2G04360.1	1241	1022.41	130	22.2165
AT2G04370.1	249	66.7406	0	0
AT2G04378.2	848	629.542	82.4671	22.8882
AT2G04380.1	697	478.594	71.5329	26.1153
AT2G04390.1	684	465.594	258.508	97.0114
AT2G04395.1	477	261.344	0	0
AT2G04400.1	1428	1209.41	631	91.1618
AT2G04410.1	615	396.722	698	307.415
AT2G04420.1	762	543.542	3	0.964372
AT2G04425.1	306	108.348	0	0
AT2G04430.1	1019	800.407	45	9.82331
AT2G04440.1	660	441.64	0	0
AT2G04450.1	1311	1092.41	199	31.8291
AT2G04480.1	744	525.542	0	0
AT2G04495.1	941	722.407	185	44.7451
AT2G04500.1	1988	1769.41	0	0
AT2G04515.1	842	623.542	23	6.44493
AT2G04520.1	817	598.542	858	250.466
AT2G04530.1	1294	1075.41	97	15.76
AT2G04540.1	1544	1325.41	69	9.09611
AT2G04550.1	1280	1061.41	217	35.7218
AT2G04560.1	1418	1199.41	24	3.49624
AT2G04570.1	1347	1128.41	6	0.929055
AT2G04620.1	2397	2178.41	135	10.8281
AT2G04622.1	246	64.8936	0	0
AT2G04630.1	757	538.542	241	78.1904
AT2G04650.1	1526	1307.41	36	4.81114
AT2G04660.1	2913	2694.41	72	4.66902
AT2G04675.1	493	276.777	0	0
AT2G04680.1	2070	1851.41	0	0
AT2G04690.1	940	721.407	778	188.432
AT2G04700.1	810	591.542	1560	460.782
AT2G04740.1	1879	1660.41	107	11.2597
AT2G04750.1	1959	1740.41	0	0
AT2G04780.1	1285	1066.41	3	0.491535
AT2G04790.2	717	498.594	83	29.0862
AT2G04795.1	523	305.987	67	38.2585
AT2G04800.1	306	108.348	0	0
AT2G04810.1	1194	975.407	0	0
AT2G04830.1	502	285.607	0	0
AT2G04840.1	1170	951.407	0	0
AT2G04842.1	1953	1734.41	572	57.6237
AT2G04845.1	787	568.542	33	10.1416
AT2G04850.1	1400	1181.41	43	6.35953
AT2G04860.1	2079	1860.41	19	1.78444
AT2G04865.1	2527	2308.41	119	9.00722
AT2G04870.1	219	48.4972	0	0
AT2G04880.1	2028	1809.41	202.505	19.5549
AT2G04890.1	1863	1644.41	60.4948	6.42783
AT2G04900.1	631	412.681	309	130.828
AT2G04910.1	375	166.291	0	0
AT2G04920.1	1131	912.407	0	0
AT2G04925.1	398	187.123	0	0
AT2G04930.1	834	615.542	0	0
AT2G04940.1	1499	1280.41	100	13.6461
AT2G05050.1	597	378.722	0	0
AT2G05060.1	948	729.407	0	0
AT2G05070.1	1063	844.407	4537.43	938.888
AT2G05100.1	1101	882.407	5888.57	1166
AT2G05117.1	273	83.6064	0	0
AT2G05120.1	4018	3799.41	52	2.39135
AT2G05140.1	489	272.805	0	0
AT2G05160.1	2436	2217.41	11	0.866769
AT2G05170.1	3334	3115.41	237	13.292
AT2G05180.1	1329	1110.41	1	0.157353
AT2G05185.1	684	465.594	27.2182	10.2143
AT2G05210.1	1993	1774.41	51	5.02196
AT2G05220.1	720	501.594	372.492	129.754
AT2G05230.1	2849	2630.41	62.0695	4.12298
AT2G05250.1	2839	2620.41	80.9305	5.39634
AT2G05260.1	1379	1160.41	55	8.28149
AT2G05270.1	415	202.716	0	0
AT2G05294.1	93	17.7083	0	0
AT2G05310.1	564	346.014	802.65	405.312
AT2G05320.1	1449	1230.41	162	23.005
AT2G05330.1	648	429.64	4	1.62672
AT2G05335.1	306	108.348	0	0
AT2G05350.1	1510	1291.41	0	0
AT2G05360.1	1077	858.407	0	0
AT2G05370.1	636	417.64	0	0
AT2G05380.1	603	384.722	4809	2184.06
AT2G05400.1	1415	1196.41	0	0
AT2G05410.1	1082	863.407	0	0
AT2G05420.1	894	675.478	0	0
AT2G05430.1	1192	973.407	0	0
AT2G05440.2	727	508.594	42	14.4289
AT2G05500.1	267	79.4026	0	0
AT2G05510.1	707	488.594	3	1.07283
AT2G05520.1	710	491.594	13977	4967.8
AT2G05530.1	615	396.722	0	0
AT2G05540.1	756	537.542	719	233.708
AT2G05580.1	1075	856.407	0	0
AT2G05590.2	1266	1047.41	108	18.0162
AT2G05600.1	720	501.594	0	0
AT2G05620.1	768	549.542	971	308.727
AT2G05630.2	827	608.542	265	76.0872
AT2G05632.1	986	767.407	12	2.73219
AT2G05635.1	441	227.129	0	0
AT2G05642.1	1889	1670.41	0	0
AT2G05645.1	615	396.722	0	0
AT2G05710.1	3493	3274.41	697	37.1926
AT2G05720.1	831	612.542	0	0
AT2G05752.1	594	375.722	0	0
AT2G05753.1	303	105.993	0	0
AT2G05755.1	1342	1123.41	44	6.84339
AT2G05760.1	1816	1597.41	25	2.73452
AT2G05786.1	135	14.1472	0	0
AT2G05790.1	1843	1624.41	55	5.91594
AT2G05803.1	138	14.8224	0	0
AT2G05810.1	2282	2063.41	71	6.01214
AT2G05830.1	1549	1330.41	262	34.4091
AT2G05840.1	1116	897.407	591	115.068
AT2G05850.1	1584	1365.41	0	0
AT2G05900.1	939	720.407	0	0
AT2G05910.1	810	591.542	2	0.590746
AT2G05915.1	351	145.46	1	1.20119
AT2G05920.1	2603	2384.41	131	9.59946
AT2G05940.1	1702	1483.41	113	13.3099
AT2G05970.1	1134	915.407	0	0
AT2G05990.1	1606	1387.41	54	6.80058
AT2G06000.1	2057	1838.41	46	4.37192
AT2G06005.1	1238	1019.41	25	4.28498
AT2G06010.1	1031	812.407	123	26.4538
AT2G06020.1	906	687.478	0	0
AT2G06025.1	1431	1212.41	352	50.7283
AT2G06040.1	2608	2389.41	20	1.4625
AT2G06050.2	1510	1291.41	1609	217.695
AT2G06090.1	408	196.103	0	0
AT2G06095.1	696	477.594	0	0
AT2G06166.1	312	113.297	0	0
AT2G06200.1	872	653.478	0	0
AT2G06210.1	3579	3360.41	158	8.21526
AT2G06255.1	703	484.594	111	40.0222
AT2G06420.1	1470	1251.41	0	0
AT2G06500.1	1749	1530.41	0	0
AT2G06510.1	2117	1898.41	48	4.41782
AT2G06520.1	630	411.681	6630	2813.9
AT2G06530.1	1041	822.407	618	131.298
AT2G06541.1	1779	1560.41	1	0.111974
AT2G06555.1	622	403.722	2	0.865572
AT2G06570.1	834	615.542	0	0
AT2G06645.1	1264	1045.41	0	0
AT2G06667.1	189	32.8056	0	0
AT2G06845.1	948	729.407	0	0
AT2G06850.1	1214	995.407	1051	184.484
AT2G06904.1	654	435.64	0	0
AT2G06906.1	372	163.652	0	0
AT2G06908.1	414	201.758	0	0
AT2G06925.1	658	439.64	126	50.076
AT2G06960.1	447	232.825	0	0
AT2G06983.1	264	77.217	0	0
AT2G06990.1	3352	3133.41	132	7.3606
AT2G07000.1	322	121.34	2	2.87992
AT2G07020.1	2103	1884.41	0	0
AT2G07040.1	2209	1990.41	1	0.0877837
AT2G07050.1	2839	2620.41	360	24.0043
AT2G07110.1	453	238.586	0	0
AT2G07120.1	1062	843.407	0	0
AT2G07140.1	1329	1110.41	5.99832	0.943851
AT2G07170.1	2758	2539.41	0	0
AT2G07180.1	1736	1517.41	798	91.8876
AT2G07190.1	1359	1140.41	0	0
AT2G07200.1	456	241.537	0	0
AT2G07215.1	738	519.542	0	0
AT2G07240.1	3174	2955.41	0	0
AT2G07280.1	1482	1263.41	0	0
AT2G07290.1	405	193.282	0	0
AT2G07310.1	792	573.542	0	0
AT2G07340.1	609	390.722	75	33.5389
AT2G07360.2	4065	3846.41	254	11.5381
AT2G07362.1	126	12.9848	0	0
AT2G07363.1	150	18.5066	0	0
AT2G07440.1	411	198.901	0	0
AT2G07505.1	432	218.558	0	0
AT2G07521.1	150	18.5066	0	0
AT2G07560.1	3332	3113.41	0	0
AT2G07599.2	1232	1013.41	0	0
AT2G07640.1	471	255.71	0	0
AT2G07667.1	657	438.64	3	1.195
AT2G07669.1	330	127.529	0	0
AT2G07671.1	449	234.73	25.7598	19.1747
AT2G07672.1	480	264.211	0	0
AT2G07673.1	321	120.541	0	0
AT2G07674.1	756	537.542	1	0.325045
AT2G07675.1	378	168.924	0	0
AT2G07676.1	357	150.694	0	0
AT2G07678.1	738	519.542	0	0
AT2G07680.1	4244	4025.41	17	0.737896
AT2G07681.1	2291	2072.41	2.25655	0.190251
AT2G07684.1	111	13.114	1	13.3235
AT2G07687.1	998	779.407	10.2238	2.29194
AT2G07689.1	645	426.64	2.64994	1.08525
AT2G07690.1	2462	2243.41	16	1.24614
AT2G07691.1	411	198.901	0	0
AT2G07692.1	839	620.542	2	0.563138
AT2G07695.1	876	657.478	0	0
AT2G07696.1	832	613.542	4	1.13913
AT2G07698.1	2433	2214.41	52.4098	4.13534
AT2G07701.1	321	120.541	0.333333	0.483172
AT2G07702.1	459	244.415	0	0
AT2G07705.1	201	38.7391	0	0
AT2G07706.1	2080	1861.41	1182	110.951
AT2G07707.1	477	261.344	5.5	3.67711
AT2G07708.1	1183	964.407	5.13415	0.930175
AT2G07713.1	369	161.075	0	0
AT2G07714.1	591	372.76	1	0.468735
AT2G07715.1	2170	1951.41	20.4165	1.82805
AT2G07718.1	942	723.407	16.5	3.98527
AT2G07719.1	701	482.594	9	3.25849
AT2G07721.1	399	188.084	0	0
AT2G07722.1	420	207.34	0	0
AT2G07724.1	324	122.87	0	0
AT2G07725.1	746	527.542	5	1.65603
AT2G07727.1	1467	1248.41	5	0.699793
AT2G07728.1	861	642.478	3	0.815866
