target_id	length	eff_length	est_counts	tpm
ATCG00790.1	408	231.998	308	118.497
ATCG00800.1	657	479.356	243	45.2468
ATCG00810.1	483	305.902	155	45.226
ATCG00820.1	279	111.666	63	50.357
ATCG00830.1	825	647.238	274	37.7856
ATCG00840.1	282	114.119	39	30.5033
ATCG00860.1	6885	6707.24	138	1.83643
ATCG00870.1	234	75.5749	8.5	10.0388
ATCG00890.1	1170	992.238	162.5	14.6176
ATCG00900.1	468	291.034	273	83.7255
ATCG00905.1	258	94.3643	120	113.504
ATCG01000.1	1032	854.238	69.7722	7.29026
ATCG01010.1	2241	2063.24	114	4.93168
ATCG01020.1	159	29.1806	85	259.994
ATCG01040.1	987	809.238	20	2.20594
ATCG01050.1	1521	1343.24	213	14.1536
ATCG01060.1	246	84.9476	127	133.442
ATCG01070.1	306	135.316	71	46.8326
ATCG01080.1	531	353.619	108	27.2601
ATCG01090.1	519	341.619	68	17.7667
ATCG01100.1	1083	905.238	241	23.7626
ATCG01110.1	1182	1004.24	98	8.71021
ATCG01120.1	267	101.669	7	6.14536
ATCG01130.1	5361	5183.24	219.111	3.77314
ATCG01230.1	258	94.3643	120	113.504
ATCG01240.1	468	291.034	273	83.7255
ATCG01250.1	1170	992.238	162.5	14.6176
ATCG01270.1	234	75.5749	8.5	10.0388
ATCG01280.1	6885	6707.24	138	1.83643
ATCG01300.1	282	114.119	39	30.5033
ATCG01310.1	825	647.238	274	37.7856
AT2G01008.1	1239	1061.24	54.5294	4.58625
AT2G01021.1	102	12.0235	123867	919524
AT2G01023.1	120	14.9976	6	35.7083
AT2G01050.1	1548	1370.24	0	0
AT2G01060.1	1264	1086.24	24	1.97208
AT2G01070.1	1807	1629.24	37	2.02701
AT2G01080.1	1004	826.238	19	2.05252
AT2G01090.1	537	359.619	9	2.23377
AT2G01100.1	1211	1033.24	65	5.61503
AT2G01110.1	1690	1512.24	55	3.24625
AT2G01120.2	1457	1279.24	9	0.627958
AT2G01130.1	3655	3477.24	30	0.770063
AT2G01140.1	1535	1357.24	118	7.76006
AT2G01150.1	847	669.238	4	0.533481
AT2G01170.1	1808	1630.24	20	1.09501
AT2G01175.1	1333	1155.24	1	0.0772623
AT2G01180.1	1514	1336.24	19	1.26914
AT2G01190.1	2555	2377.24	52	1.95241
AT2G01200.2	872	694.238	1	0.128567
AT2G01210.1	2331	2153.24	4	0.165809
AT2G01220.2	1445	1267.24	46	3.23995
AT2G01240.1	483	305.902	0	0
AT2G01250.1	1081	903.238	222	21.9376
AT2G01260.1	1662	1484.24	12	0.721634
AT2G01270.1	2033	1855.24	41	1.97253
AT2G01275.1	1080	902.238	0	0
AT2G01280.1	2257	2079.24	4.1593	0.178548
AT2G01290.1	1464	1286.24	21.8407	1.5156
AT2G01300.1	673	495.319	13	2.3426
AT2G01310.1	162	30.5764	0	0
AT2G01320.3	2662	2484.24	40	1.43716
AT2G01330.1	2079	1901.24	11	0.516411
AT2G01340.1	930	752.238	9.19279	1.09077
AT2G01350.1	1288	1110.24	56.8072	4.56695
AT2G01360.1	483	305.902	0	0
AT2G01370.1	1012	834.238	0	0
AT2G01390.1	1734	1556.24	2	0.114708
AT2G01400.1	1022	844.238	7.52753	0.795842
AT2G01410.1	1368	1190.24	19.4725	1.46025
AT2G01420.2	2353	2175.24	13	0.533428
AT2G01430.1	828	650.238	1	0.137267
AT2G01440.1	3363	3185.24	25	0.700547
AT2G01450.1	1766	1588.24	188	10.5653
AT2G01460.1	3022	2844.24	17	0.533485
AT2G01470.1	1464	1286.24	42	2.91452
AT2G01480.1	2610	2432.24	16	0.587156
AT2G01490.1	1153	975.238	38	3.47786
AT2G01500.1	1325	1147.24	0	0
AT2G01505.1	493	315.811	1	0.282626
AT2G01510.1	1755	1577.24	2	0.113181
AT2G01520.1	789	611.238	96	14.0185
AT2G01530.1	737	559.282	0	0
AT2G01540.1	977	799.238	5	0.558384
AT2G01554.1	318	146.31	0	0
AT2G01560.1	1053	875.238	0	0
AT2G01570.1	2302	2124.24	72	3.0253
AT2G01580.1	862	684.238	2	0.260893
AT2G01590.1	989	811.238	8	0.880199
AT2G01600.1	2127	1949.24	40	1.83162
AT2G01610.1	904	726.238	42	5.1619
AT2G01620.1	1026	848.238	9	0.947031
AT2G01630.1	1933	1755.24	11	0.559366
AT2G01640.1	676	498.319	12	2.14938
AT2G01650.1	1655	1477.24	23	1.38969
AT2G01660.1	1331	1153.24	10	0.773963
AT2G01667.1	102	12.0235	2	14.847
AT2G01670.1	1211	1033.24	15	1.29578
AT2G01680.1	2043	1865.24	28	1.33987
AT2G01690.2	2983	2805.24	52	1.65452
AT2G01710.1	1268	1090.24	19	1.55551
AT2G01720.1	1719	1541.24	69	3.99594
AT2G01730.1	2063	1885.24	0	0
AT2G01735.1	1306	1128.24	12	0.949336
AT2G01740.1	1680	1502.24	3	0.178247
AT2G01750.2	2339	2161.24	17	0.702078
AT2G01755.1	588	410.45	12	2.60952
AT2G01760.1	1405	1227.24	5	0.363647
AT2G01770.1	769	591.282	0	0
AT2G01780.1	828	650.238	0	0
AT2G01790.1	810	632.238	0	0
AT2G01800.1	915	737.238	0	0
AT2G01810.1	2321	2143.24	1	0.0416456
AT2G01818.1	916	738.238	3	0.362714
AT2G01820.1	3065	2887.24	69	2.13307
AT2G01830.2	3658	3480.24	13	0.333406
AT2G01850.1	1383	1205.24	135	9.9977
AT2G01860.1	1864	1686.24	4.44206	0.235128
AT2G01870.1	936	758.238	11.5579	1.36055
AT2G01880.1	1192	1014.24	0	0
AT2G01890.1	1265	1087.24	3	0.246284
AT2G01900.1	1553	1375.24	0	0
AT2G01905.1	2604	2426.24	0	0
AT2G01910.1	2410	2232.24	160	6.39762
AT2G01913.1	777	599.238	2	0.2979
AT2G01918.1	743	565.282	5	0.789486
AT2G01920.1	939	761.238	0	0
AT2G01930.1	1237	1059.24	20	1.68529
AT2G01940.3	1878	1700.24	3	0.157489
AT2G01950.1	3641	3463.24	16	0.41236
AT2G01960.1	905	727.238	0	0
AT2G01970.1	2171	1993.24	65	2.91067
AT2G01980.1	3682	3504.24	8	0.203768
AT2G01990.1	907	729.238	1	0.122397
AT2G02000.1	1711	1533.24	2	0.116429
AT2G02010.1	1791	1613.24	2	0.110655
AT2G02020.1	1708	1530.24	1	0.0583284
AT2G02023.1	312	140.832	0	0
AT2G02026.1	180	39.9837	0	0
AT2G02030.1	1005	827.238	0	0
AT2G02040.1	2002	1824.24	20	0.978561
AT2G02050.1	647	469.356	74	14.0724
AT2G02060.1	1030	852.238	1	0.104732
AT2G02061.1	1227	1049.24	0	0
AT2G02070.1	2116	1938.24	38	1.74991
AT2G02080.1	1844	1666.24	43	2.30341
AT2G02090.1	2617	2439.24	27	0.987982
AT2G02100.1	504	326.717	87	23.7677
AT2G02103.1	1396	1218.24	0	0
AT2G02120.1	516	338.644	2	0.527139
AT2G02130.1	533	355.619	53	13.3024
AT2G02140.1	530	352.619	5	1.26562
AT2G02147.1	243	82.6077	22	23.7707
AT2G02148.1	1576	1398.24	4	0.25534
AT2G02150.1	2286	2108.24	1	0.042337
AT2G02160.1	2521	2343.24	124	4.72329
AT2G02170.1	1652	1474.24	24	1.45306
AT2G02180.1	1296	1118.24	36	2.87348
AT2G02220.1	3147	2969.24	21	0.631268
AT2G02230.1	1238	1060.24	14	1.17859
AT2G02240.1	963	785.238	0	0
AT2G02250.1	960	782.238	0	0
AT2G02280.1	435	258.435	0	0
AT2G02290.1	909	731.238	0	0
AT2G02300.1	1248	1070.24	0	0
AT2G02310.1	924	746.238	0	0
AT2G02320.1	1079	901.238	0	0
AT2G02340.1	918	740.238	0	0
AT2G02350.1	1030	852.238	1	0.104732
AT2G02360.1	1144	966.238	18	1.66275
AT2G02370.1	1454	1276.24	12	0.839245
AT2G02380.1	815	637.238	2	0.280135
AT2G02390.3	962	784.238	31	3.5282
AT2G02400.1	1260	1082.24	13	1.07216
AT2G02410.1	1286	1108.24	11	0.885929
AT2G02440.1	417	240.823	0	0
AT2G02450.2	1410	1232.24	25	1.81086
AT2G02470.1	1322	1144.24	25	1.95013
AT2G02480.1	4163	3985.24	11	0.246364
AT2G02490.1	1244	1066.24	4	0.334846
AT2G02498.1	445	268.26	6	1.99634
AT2G02500.1	1116	938.238	14	1.33185
AT2G02510.1	506	328.693	37	10.0473
AT2G02515.1	401	225.15	14	5.55004
AT2G02520.1	636	458.356	1	0.194732
AT2G02540.1	1205	1027.24	1	0.0868897
AT2G02550.2	603	425.388	0	0
AT2G02560.1	4095	3917.24	53	1.20763
AT2G02570.1	1302	1124.24	75	5.95446
AT2G02580.1	1651	1473.24	0	0
AT2G02590.1	1209	1031.24	0	0
AT2G02610.1	2108	1930.24	0	0
AT2G02620.1	2125	1947.24	0	0
AT2G02630.1	2056	1878.24	0	0
AT2G02640.1	1884	1706.24	0	0
AT2G02650.1	1098	920.238	0	0
AT2G02660.1	1266	1088.24	0	0
AT2G02680.1	1950	1772.24	0	0
AT2G02690.1	1889	1711.24	0	0
AT2G02700.1	1500	1322.24	0	0
AT2G02710.1	1582	1404.24	86	5.46634
AT2G02720.1	1723	1545.24	10.3841	0.599811
AT2G02730.1	1523	1345.24	23.6159	1.56691
AT2G02740.1	1094	916.238	8	0.779329
AT2G02750.1	2390	2212.24	3	0.12104
AT2G02760.1	934	756.238	131	15.4615
AT2G02770.1	2161	1983.24	13	0.58507
AT2G02780.1	2314	2136.24	38	1.58772
AT2G02790.1	2067	1889.24	41	1.93703
AT2G02795.1	507	329.669	0	0
AT2G02800.1	1683	1505.24	28	1.66032
AT2G02810.1	1259	1081.24	30	2.47651
AT2G02820.2	2066	1888.24	7	0.330888
AT2G02835.1	597	419.42	0	0
AT2G02840.1	1306	1128.24	0	0
AT2G02850.1	708	530.282	1	0.168319
AT2G02860.1	2138	1960.24	39	1.7758
AT2G02870.1	2190	2012.24	31	1.37506
AT2G02880.1	1280	1102.24	8	0.647819
AT2G02890.1	1596	1418.24	0	0
AT2G02910.1	1615	1437.24	10	0.621027
AT2G02930.1	939	761.238	3	0.351755
AT2G02950.1	1592	1414.24	1	0.0631127
AT2G02955.1	2444	2266.24	6	0.236312
AT2G02960.5	1560	1382.24	60	3.87443
AT2G02970.1	2275	2097.24	40	1.70236
AT2G02980.1	2027	1849.24	1	0.0482666
AT2G02990.1	1045	867.238	2	0.205841
AT2G03000.1	1608	1430.24	0	0
AT2G03010.1	1107	929.238	3	0.28816
AT2G03020.1	1117	939.238	1	0.0950306
AT2G03030.1	615	437.388	0	0
AT2G03040.1	501	323.717	1	0.275723
AT2G03050.1	1257	1079.24	3	0.248109
AT2G03060.2	1337	1159.24	3	0.230987
AT2G03070.1	2086	1908.24	14	0.654839
AT2G03090.1	1358	1180.24	6	0.453755
AT2G03110.1	1030	852.238	0	0
AT2G03120.1	1425	1247.24	60	4.29379
AT2G03130.1	333	160.124	0	0
AT2G03140.2	5768	5590.24	40	0.638659
AT2G03150.1	4398	4220.24	59	1.24783
AT2G03160.1	603	425.388	0	0
AT2G03170.1	450	273.2	0	0
AT2G03180.1	363	188.453	0	0
AT2G03190.1	688	510.282	9	1.57424
AT2G03200.1	1468	1290.24	26	1.79863
AT2G03210.1	1620	1442.24	0	0
AT2G03220.1	1873	1695.24	23	1.21098
AT2G03230.1	459	282.119	0	0
AT2G03240.1	2752	2574.24	120	4.16075
AT2G03250.1	2271	2093.24	0	0
AT2G03260.1	2596	2418.24	3	0.110729
AT2G03270.1	2196	2018.24	7	0.309574
AT2G03280.2	1744	1566.24	3	0.170963
AT2G03290.1	814	636.238	0	0
AT2G03300.1	612	434.388	0	0
AT2G03310.1	845	667.238	4	0.53508
AT2G03320.1	306	135.316	0	0
AT2G03330.1	1158	980.238	6	0.546335
AT2G03340.1	2128	1950.24	23	1.05264
AT2G03350.1	809	631.238	39	5.51456
AT2G03360.2	1486	1308.24	0	0
AT2G03370.1	1439	1261.24	0	0
AT2G03380.1	2070	1892.24	2	0.0943395
AT2G03390.1	1366	1188.24	25	1.87791
AT2G03410.1	2412	2234.24	5.34875	0.213679
AT2G03420.1	647	469.356	24.6512	4.68788
AT2G03430.1	1003	825.238	12	1.2979
AT2G03440.1	914	736.238	63	7.63768
AT2G03450.1	2194	2016.24	12	0.531225
AT2G03460.1	1280	1102.24	0	0
AT2G03470.1	1707	1529.24	26	1.51753
AT2G03480.1	2444	2266.24	12	0.472623
AT2G03500.1	1666	1488.24	6	0.359847
AT2G03505.1	866	688.238	31	4.02034
AT2G03510.1	1397	1219.24	39	2.85506
AT2G03520.1	1322	1144.24	2	0.15601
AT2G03530.1	1368	1190.24	9	0.674913
AT2G03550.1	1048	870.238	17	1.74361
AT2G03560.1	1362	1184.24	0	0
AT2G03565.1	201	52.7374	0	0
AT2G03570.1	270	104.089	0	0
AT2G03580.1	435	258.435	0	0
AT2G03590.1	1802	1624.24	6	0.329717
AT2G03600.4	1269	1091.24	0	0
AT2G03610.1	651	473.356	0	0
AT2G03620.1	1595	1417.24	14	0.881707
AT2G03630.1	759	581.282	0	0
AT2G03640.3	1727	1549.24	27	1.55555
AT2G03667.1	2043	1865.24	13	0.622083
AT2G03670.1	1975	1797.24	5	0.248315
AT2G03680.1	659	481.356	109.869	20.3727
AT2G03690.1	1063	885.238	14.1307	1.42477
AT2G03710.1	1341	1163.24	7	0.537117
AT2G03720.1	846	668.238	0	0
AT2G03730.1	1800	1622.24	29	1.5956
AT2G03740.1	857	679.238	0	0
AT2G03750.1	1255	1077.24	33	2.73427
AT2G03760.1	1327	1149.24	45	3.49496
AT2G03770.1	975	797.238	1	0.111957
AT2G03780.1	1119	941.238	10	0.948287
AT2G03800.1	1262	1084.24	11	0.905539
AT2G03810.1	1787	1609.24	41	2.27406
AT2G03820.1	1841	1663.24	53	2.8442
AT2G03821.1	904	726.238	0	0
AT2G03822.1	174	36.7302	0	0
AT2G03830.1	678	500.319	0	0
AT2G03840.1	837	659.238	0	0
AT2G03850.1	753	575.282	1	0.155152
AT2G03870.2	669	491.356	31	5.63125
AT2G03880.1	2167	1989.24	0	0
AT2G03890.1	2893	2715.24	114	3.74745
AT2G03913.1	222	66.9194	0	0
AT2G03930.2	495	317.788	0	0
AT2G03931.1	228	71.2741	1	1.2523
AT2G03932.1	273	106.59	0	0
AT2G03933.1	228	71.2741	2	2.50459
AT2G03936.1	246	84.9476	0	0
AT2G03937.2	229	71.9654	0	0
AT2G03938.1	150	25.031	0	0
AT2G03955.1	234	75.5749	4	4.72413
AT2G03980.1	1420	1242.24	8	0.57481
AT2G04020.1	786	608.238	0	0
AT2G04025.1	511	333.644	5	1.3376
AT2G04030.1	2680	2502.24	124	4.42316
AT2G04031.1	620	442.388	0	0
AT2G04032.1	1342	1164.24	2	0.15333
AT2G04034.1	279	111.666	1	0.799318
AT2G04037.1	474	296.991	0	0
AT2G04038.1	501	323.717	0	0
AT2G04039.3	932	754.238	22	2.60348
AT2G04040.1	1542	1364.24	3	0.196277
AT2G04041.1	456	279.119	0	0
AT2G04045.1	439	262.397	0	0
AT2G04046.1	333	160.124	3	1.67226
AT2G04050.1	1431	1253.24	4	0.284882
AT2G04060.1	1410	1232.24	0	0
AT2G04063.1	339	165.672	0	0
AT2G04066.1	516	338.644	0	0
AT2G04070.1	1623	1445.24	4	0.247036
AT2G04080.1	1663	1485.24	7	0.42067
AT2G04090.1	1434	1256.24	0	0
AT2G04100.1	1661	1483.24	0	0
AT2G04115.1	623	445.356	0	0
AT2G04160.1	2552	2374.24	7	0.263156
AT2G04170.1	1576	1398.24	1	0.0638349
AT2G04190.1	1461	1283.24	0	0
AT2G04220.1	1107	929.238	0	0
AT2G04230.1	1930	1752.24	9	0.458447
AT2G04235.1	3981	3803.24	5	0.117343
AT2G04240.1	849	671.238	33	4.3881
AT2G04270.5	3256	3078.24	9	0.260963
AT2G04280.1	2022	1844.24	68	3.29103
AT2G04300.1	2658	2480.24	0	0
AT2G04305.1	1821	1643.24	22	1.19498
AT2G04340.1	984	806.238	8	0.885658
AT2G04350.1	2434	2256.24	25	0.988996
AT2G04360.1	1241	1063.24	14	1.17527
AT2G04370.1	249	87.2682	0	0
AT2G04378.2	848	670.238	24	3.19611
AT2G04380.1	697	519.282	13	2.2345
AT2G04390.1	684	506.319	67.661	11.9276
AT2G04395.1	477	299.969	0	0
AT2G04400.1	1428	1250.24	21	1.49922
AT2G04410.1	615	437.388	71	14.4887
AT2G04420.1	762	584.282	0	0
AT2G04425.1	306	135.316	0	0
AT2G04430.1	1019	841.238	5	0.530506
AT2G04440.1	660	482.356	0	0
AT2G04450.1	1311	1133.24	1	0.0787623
AT2G04480.1	744	566.282	0	0
AT2G04495.1	941	763.238	1	0.116944
AT2G04500.1	1988	1810.24	0	0
AT2G04515.1	842	664.238	0	0
AT2G04520.1	817	639.238	55	7.67961
AT2G04530.1	1294	1116.24	13	1.0395
AT2G04540.1	1544	1366.24	20	1.3066
AT2G04550.1	1280	1102.24	13	1.05271
AT2G04560.1	1418	1240.24	0	0
AT2G04570.1	1347	1169.24	12	0.916047
AT2G04620.1	2397	2219.24	11	0.442413
AT2G04622.1	246	84.9476	0	0
AT2G04630.1	757	579.282	21	3.2357
AT2G04650.1	1526	1348.24	7	0.463416
AT2G04660.1	2913	2735.24	7	0.228424
AT2G04675.1	493	315.811	0	0
AT2G04680.1	2070	1892.24	0	0
AT2G04690.1	940	762.238	30	3.51293
AT2G04700.1	810	632.238	101	14.2587
AT2G04740.1	1879	1701.24	10	0.524655
AT2G04750.1	1959	1781.24	3	0.150328
AT2G04780.1	1285	1107.24	124	9.99586
AT2G04790.2	717	539.282	12	1.98612
AT2G04795.1	523	345.619	8	2.066
AT2G04800.1	306	135.316	0	0
AT2G04810.1	1194	1016.24	0	0
AT2G04830.1	502	324.717	0	0
AT2G04840.1	1170	992.238	0	0
AT2G04842.1	1953	1775.24	51	2.56421
AT2G04845.1	787	609.238	7	1.02553
AT2G04850.1	1400	1222.24	24	1.75265
AT2G04860.1	2079	1901.24	2	0.0938929
AT2G04865.1	2527	2349.24	20	0.759875
AT2G04870.1	219	64.6895	0	0
AT2G04880.1	2028	1850.24	40	1.92962
AT2G04890.1	1863	1685.24	9	0.476673
AT2G04900.1	631	453.356	46	9.05645
AT2G04910.1	375	200.008	0	0
AT2G04920.1	1131	953.238	1	0.0936349
AT2G04925.1	398	222.183	3	1.20517
AT2G04930.1	834	656.238	0	0
AT2G04940.1	1499	1321.24	9	0.607996
AT2G05050.1	597	419.42	0	0
AT2G05060.1	948	770.238	0	0
AT2G05070.1	1063	885.238	351.785	35.4696
AT2G05100.1	1101	923.238	379.215	36.6616
AT2G05117.1	273	106.59	0	0
AT2G05120.1	4018	3840.24	14	0.325394
AT2G05140.1	489	311.834	0	0
AT2G05160.1	2436	2258.24	5	0.197624
AT2G05170.1	3334	3156.24	48	1.35741
AT2G05180.1	1329	1151.24	0	0
AT2G05185.1	684	506.319	2.05779	0.362757
AT2G05210.1	1993	1815.24	27	1.32761
AT2G05220.1	720	542.282	88.339	14.5401
AT2G05230.1	2849	2671.24	35	1.16949
AT2G05250.1	2839	2661.24	0	0
AT2G05260.1	1379	1201.24	8	0.594429
AT2G05270.1	415	238.858	0	0
AT2G05294.1	93	12.2247	0	0
AT2G05310.1	564	386.538	83.7746	19.3446
AT2G05320.1	1449	1271.24	21	1.47446
AT2G05330.1	648	470.356	0	0
AT2G05335.1	306	135.316	1	0.659614
AT2G05350.1	1510	1332.24	0	0
AT2G05360.1	1077	899.238	0	0
AT2G05370.1	636	458.356	0	0
AT2G05380.1	603	425.388	35	7.34382
AT2G05400.1	1415	1237.24	0	0
AT2G05410.1	1082	904.238	0	0
AT2G05420.1	894	716.238	0	0
AT2G05430.1	1192	1014.24	0	0
AT2G05440.2	727	549.282	17	2.76244
AT2G05500.1	267	101.669	0	0
AT2G05510.1	707	529.282	2	0.337274
AT2G05520.1	710	532.282	127	21.2962
AT2G05530.1	615	437.388	0	0
AT2G05540.1	756	578.282	70	10.8043
AT2G05580.1	1075	897.238	0	0
AT2G05590.2	1266	1088.24	20	1.64038
AT2G05600.1	720	542.282	0	0
AT2G05620.1	768	590.282	71	10.7359
AT2G05630.2	827	649.238	19	2.6121
AT2G05632.1	986	808.238	0	0
AT2G05635.1	441	264.358	0	0
AT2G05642.1	1889	1711.24	0	0
AT2G05645.1	615	437.388	0	0
AT2G05710.1	3493	3315.24	111	2.98846
AT2G05720.1	831	653.238	0	0
AT2G05752.1	594	416.45	0	0
AT2G05753.1	303	132.53	0	0
AT2G05755.1	1342	1164.24	15	1.14998
AT2G05760.1	1816	1638.24	0	0
AT2G05786.1	135	19.1912	0	0
AT2G05790.1	1843	1665.24	190	10.184
AT2G05803.1	138	20.1933	0	0
AT2G05810.1	2282	2104.24	45	1.90878
AT2G05830.1	1549	1371.24	45	2.92913
AT2G05840.1	1116	938.238	52	4.94686
AT2G05850.1	1584	1406.24	11	0.698189
AT2G05900.1	939	761.238	0	0
AT2G05910.1	810	632.238	0	0
AT2G05915.1	351	177.093	0	0
AT2G05920.1	2603	2425.24	156	5.74129
AT2G05940.1	1702	1524.24	20	1.17116
AT2G05970.1	1134	956.238	1	0.0933412
AT2G05990.1	1606	1428.24	81	5.06202
AT2G06000.1	2057	1879.24	13	0.617449
AT2G06005.1	1238	1060.24	2	0.16837
AT2G06010.1	1031	853.238	11	1.1507
AT2G06020.1	906	728.238	0	0
AT2G06025.1	1431	1253.24	26	1.85174
AT2G06040.1	2608	2430.24	7	0.257092
AT2G06050.2	1510	1332.24	31	2.07692
AT2G06090.1	408	231.998	0	0
AT2G06095.1	696	518.282	0	0
AT2G06166.1	312	140.832	0	0
AT2G06200.1	872	694.238	0	0
AT2G06210.1	3579	3401.24	43	1.12842
AT2G06255.1	703	525.282	2	0.339842
AT2G06420.1	1470	1292.24	0	0
AT2G06500.1	1749	1571.24	0	0
AT2G06510.1	2117	1939.24	15	0.690398
AT2G06520.1	630	452.356	542	106.945
AT2G06530.1	1041	863.238	102	10.5465
AT2G06541.1	1779	1601.24	0	0
AT2G06555.1	622	444.388	0	0
AT2G06570.1	834	656.238	0	0
AT2G06645.1	1264	1086.24	0	0
AT2G06667.1	189	45.197	0	0
AT2G06845.1	948	770.238	0	0
AT2G06850.1	1214	1036.24	517	44.5318
AT2G06904.1	654	476.356	0	0
AT2G06906.1	372	197.096	0	0
AT2G06908.1	414	237.911	0	0
AT2G06925.1	658	480.356	32	5.94602
AT2G06960.1	447	270.22	0	0
AT2G06983.1	264	99.2791	0	0
AT2G06990.1	3352	3174.24	24	0.674856
AT2G07000.1	322	149.974	0	0
AT2G07020.1	2103	1925.24	0	0
AT2G07040.1	2209	2031.24	23	1.01066
AT2G07050.1	2839	2661.24	55	1.84467
AT2G07110.1	453	276.18	0	0
AT2G07120.1	1062	884.238	0	0
AT2G07140.1	1329	1151.24	1	0.0775308
AT2G07170.1	2758	2580.24	1	0.0345923
AT2G07180.1	1736	1558.24	35	2.00481
AT2G07190.1	1359	1181.24	0	0
AT2G07200.1	456	279.119	0	0
AT2G07215.1	738	560.282	0	0
AT2G07240.1	3174	2996.24	0	0
AT2G07280.1	1482	1304.24	0	0
AT2G07290.1	405	229.049	0	0
AT2G07310.1	792	614.238	0	0
AT2G07340.1	609	431.388	17	3.51738
AT2G07360.2	4065	3887.24	89	2.04356
AT2G07362.1	126	16.151	0	0
AT2G07363.1	150	25.031	0	0
AT2G07440.1	411	234.963	0	0
AT2G07505.1	432	255.492	0	0
AT2G07521.1	150	25.031	0	0
AT2G07560.1	3332	3154.24	0	0
AT2G07599.2	1232	1054.24	14	1.1853
AT2G07640.1	471	294.013	0	0
AT2G07667.1	657	479.356	1	0.186201
AT2G07669.1	330	157.314	1	0.567376
AT2G07671.1	449	272.22	181.452	59.495
AT2G07672.1	480	302.925	0	0
AT2G07673.1	321	149.042	0	0
AT2G07674.1	756	578.282	2.92423	0.451347
AT2G07675.1	378	202.918	21.5	9.45708
AT2G07676.1	357	182.771	6	2.93011
AT2G07678.1	738	560.282	5	0.796531
AT2G07680.1	4244	4066.24	9	0.197555
AT2G07681.1	2291	2113.24	1.24395	0.0525406
AT2G07684.1	111	13.1363	1	6.79465
AT2G07687.1	998	820.238	109.691	11.9363
AT2G07689.1	645	467.356	8.2663	1.57871
AT2G07690.1	2462	2284.24	21	0.820573
AT2G07691.1	411	234.963	0.5	0.189937
AT2G07692.1	839	661.238	1	0.134984
AT2G07695.1	876	698.238	0	0
AT2G07696.1	832	654.238	10	1.36428
AT2G07698.1	2433	2255.24	360.685	14.275
AT2G07701.1	321	149.042	0.333333	0.199622
AT2G07702.1	459	282.119	0	0
AT2G07705.1	201	52.7374	0	0
AT2G07706.1	2080	1902.24	51438	2413.56
AT2G07707.1	477	299.969	22.5	6.69492
AT2G07708.1	1183	1005.24	65	5.77143
AT2G07713.1	369	194.155	1	0.459718
AT2G07714.1	591	413.45	1	0.215882
AT2G07715.1	2170	1992.24	44.9426	2.01352
AT2G07718.1	942	764.238	8.5	0.992726
AT2G07719.1	701	523.282	5	0.852852
AT2G07721.1	399	223.183	0	0
AT2G07722.1	420	243.787	0	0
AT2G07724.1	324	151.849	2	1.17559
