target_id	length	eff_length	est_counts	tpm
ATCG00890.1	1170	960.789	6.5	1.37373
ATCG00900.1	468	261.659	37.5	29.1013
ATCG00905.1	258	77.269	38.5	101.175
ATCG01000.1	1032	822.789	0	0
ATCG01010.1	2241	2031.79	10	0.999398
ATCG01020.1	159	22.663	233	2087.64
ATCG01040.1	987	777.789	4	1.04428
ATCG01050.1	1521	1311.79	9	1.39314
ATCG01060.1	246	68.7268	4	11.8182
ATCG01070.1	306	114.5	4	7.09366
ATCG01080.1	531	323.305	1	0.628066
ATCG01090.1	519	311.496	4	2.6075
ATCG01100.1	1083	873.789	13	3.02102
ATCG01110.1	1182	972.789	8	1.66989
ATCG01120.1	267	84.1503	0	0
ATCG01130.1	5361	5151.79	147.296	5.80564
ATCG01230.1	258	77.269	38.5	101.175
ATCG01240.1	468	261.659	37.5	29.1013
ATCG01250.1	1170	960.789	6.5	1.37373
ATCG01270.1	234	60.8731	0	0
ATCG01280.1	6885	6675.79	5.5	0.167293
ATCG01300.1	282	95.2785	8.5	18.1151
ATCG01310.1	825	615.789	68.5	22.5879
AT2G01008.1	1239	1029.79	49	9.66196
AT2G01021.1	102	12.9048	4329	68116.9
AT2G01023.1	120	12.8688	13	205.127
AT2G01050.1	1548	1338.79	0	0
AT2G01060.1	1264	1054.79	197	37.9243
AT2G01070.1	1807	1597.79	344	43.7176
AT2G01080.1	1004	794.789	67	17.1175
AT2G01090.1	537	329.109	105	64.7839
AT2G01100.1	1211	1001.79	394	79.8614
AT2G01110.1	1690	1480.79	250	34.2818
AT2G01120.2	1457	1247.79	34	5.53293
AT2G01130.1	3655	3445.79	160	9.42863
AT2G01140.1	1535	1325.79	645	98.7876
AT2G01150.1	847	637.789	35	11.1432
AT2G01170.1	1808	1598.79	169	21.4641
AT2G01175.1	1333	1123.79	24	4.33654
AT2G01180.1	1514	1304.79	208	32.3698
AT2G01190.1	2555	2345.79	386	33.413
AT2G01200.2	872	662.789	2	0.612734
AT2G01210.1	2331	2121.79	26	2.48822
AT2G01220.2	1445	1235.79	229	37.6278
AT2G01240.1	483	276.226	0	0
AT2G01250.1	1081	871.789	998	232.454
AT2G01260.1	1662	1452.79	69	9.64414
AT2G01270.1	2033	1823.79	267	29.7272
AT2G01275.1	1080	870.789	9	2.09868
AT2G01280.1	2257	2047.79	9.63937	0.95583
AT2G01290.1	1464	1254.79	175.361	28.3778
AT2G01300.1	673	463.845	166	72.6694
AT2G01310.1	162	23.6863	0	0
AT2G01320.3	2662	2452.79	251	20.7793
AT2G01330.1	2079	1869.79	59	6.40732
AT2G01340.1	930	720.789	37	10.4234
AT2G01350.1	1288	1078.79	274	51.5741
AT2G01360.1	483	276.226	0	0
AT2G01370.1	1012	802.789	0	0
AT2G01390.1	1734	1524.79	15	1.99755
AT2G01400.1	1022	812.789	54.9354	13.7243
AT2G01410.1	1368	1158.79	93.0646	16.3079
AT2G01420.2	2353	2143.79	127	12.0293
AT2G01430.1	828	618.789	4	1.31261
AT2G01440.1	3363	3153.79	126	8.11251
AT2G01450.1	1766	1556.79	1271	165.78
AT2G01460.1	3022	2812.79	126	9.096
AT2G01470.1	1464	1254.79	318	51.4605
AT2G01480.1	2610	2400.79	96	8.1196
AT2G01490.1	1153	943.789	399	85.845
AT2G01500.1	1325	1115.79	0	0
AT2G01505.1	493	286.028	19	13.4884
AT2G01510.1	1755	1545.79	8	1.05089
AT2G01520.1	789	579.789	3	1.05068
AT2G01530.1	737	527.845	0	0
AT2G01540.1	977	767.789	112	29.6206
AT2G01554.1	318	124.552	0	0
AT2G01560.1	1053	843.789	0	0
AT2G01570.1	2302	2092.79	692	67.1425
AT2G01580.1	862	652.789	11	3.42166
AT2G01590.1	989	779.789	117	30.4667
AT2G01600.1	2127	1917.79	409	43.3052
AT2G01610.1	904	694.789	240	70.1416
AT2G01620.1	1026	816.789	77	19.1425
AT2G01630.1	1933	1723.79	93	10.9551
AT2G01640.1	676	466.845	58	25.2274
AT2G01650.1	1655	1445.79	146	20.5053
AT2G01660.1	1331	1121.79	54	9.77462
AT2G01667.1	102	12.9048	0	0
AT2G01670.1	1211	1001.79	288	58.3759
AT2G01680.1	2043	1833.79	169	18.7135
AT2G01690.2	2983	2773.79	321	23.499
AT2G01710.1	1268	1058.79	140	26.8495
AT2G01720.1	1719	1509.79	351	47.2072
AT2G01730.1	2063	1853.79	12	1.31443
AT2G01735.1	1306	1096.79	81	14.9961
AT2G01740.1	1680	1470.79	16	2.20895
AT2G01750.2	2339	2129.79	84	8.00866
AT2G01755.1	588	379.308	24	12.848
AT2G01760.1	1405	1195.79	68	11.5471
AT2G01770.1	769	559.845	0	0
AT2G01780.1	828	618.789	0	0
AT2G01790.1	810	600.789	0	0
AT2G01800.1	915	705.789	0	0
AT2G01810.1	2321	2111.79	0	0
AT2G01818.1	916	706.789	48	13.7901
AT2G01820.1	3065	2855.79	410	29.1524
AT2G01830.2	3658	3448.79	188	11.069
AT2G01850.1	1383	1173.79	889	153.79
AT2G01860.1	1864	1654.79	51.5415	6.32458
AT2G01870.1	936	726.789	60.4585	16.8914
AT2G01880.1	1192	982.789	2	0.413225
AT2G01890.1	1265	1055.79	109	20.9636
AT2G01900.1	1553	1343.79	0	0
AT2G01905.1	2604	2394.79	1	0.084791
AT2G01910.1	2410	2200.79	879	81.1013
AT2G01913.1	777	567.845	16	5.72146
AT2G01918.1	743	533.845	8	3.04293
AT2G01920.1	939	729.789	0	0
AT2G01930.1	1237	1027.79	196	38.723
AT2G01940.3	1878	1668.79	120	14.6015
AT2G01950.1	3641	3431.79	255	15.0882
AT2G01960.1	905	695.789	0	0
AT2G01970.1	2171	1961.79	510	52.788
AT2G01980.1	3682	3472.79	89	5.2039
AT2G01990.1	907	697.789	26	7.566
AT2G02000.1	1711	1501.79	0	0
AT2G02010.1	1791	1581.79	1	0.128371
AT2G02020.1	1708	1498.79	21	2.84509
AT2G02023.1	312	119.472	0	0
AT2G02026.1	180	31.0149	0	0
AT2G02030.1	1005	795.789	0	0
AT2G02040.1	2002	1792.79	160	18.1221
AT2G02050.1	647	438.068	401	185.874
AT2G02060.1	1030	820.789	2	0.494784
AT2G02061.1	1227	1017.79	1	0.199508
AT2G02070.1	2116	1906.79	177	18.849
AT2G02080.1	1844	1634.79	110	13.6631
AT2G02090.1	2617	2407.79	150	12.65
AT2G02100.1	504	296.678	293	200.539
AT2G02103.1	1396	1186.79	0	0
AT2G02120.1	516	308.496	13	8.55678
AT2G02130.1	533	325.24	352	219.764
AT2G02140.1	530	322.305	1	0.630014
AT2G02147.1	243	66.7869	0	0
AT2G02148.1	1576	1366.79	64	9.50814
AT2G02150.1	2286	2076.79	18	1.75994
AT2G02160.1	2521	2311.79	709	62.2752
AT2G02170.1	1652	1442.79	81	11.3999
AT2G02180.1	1296	1086.79	376	70.2522
AT2G02220.1	3147	2937.79	112	7.74131
AT2G02230.1	1238	1028.79	82	16.1847
AT2G02240.1	963	753.789	5	1.34691
AT2G02250.1	960	750.789	0	0
AT2G02280.1	435	229.941	0	0
AT2G02290.1	909	699.789	0	0
AT2G02300.1	1248	1038.79	0	0
AT2G02310.1	924	714.789	0	0
AT2G02320.1	1079	869.789	0	0
AT2G02340.1	918	708.789	0	0
AT2G02350.1	1030	820.789	21	5.19523
AT2G02360.1	1144	934.789	226	49.0922
AT2G02370.1	1454	1244.79	91	14.8444
AT2G02380.1	815	605.789	2	0.670387
AT2G02390.3	962	752.789	176	47.4741
AT2G02400.1	1260	1050.79	120	23.189
AT2G02410.1	1286	1076.79	83	15.6518
AT2G02440.1	417	213.057	0	0
AT2G02450.2	1410	1200.79	126	21.3069
AT2G02470.1	1322	1112.79	138	25.1816
AT2G02480.1	4163	3953.79	89	4.57081
AT2G02490.1	1244	1034.79	0	0
AT2G02498.1	445	239.42	1	0.84812
AT2G02500.1	1116	906.789	79	17.6904
AT2G02510.1	506	298.618	241	163.877
AT2G02515.1	401	197.848	0	0
AT2G02520.1	636	427.111	0	0
AT2G02540.1	1205	995.789	8	1.63132
AT2G02550.2	603	394.192	0	0
AT2G02560.1	4095	3885.79	231	12.0712
AT2G02570.1	1302	1092.79	514	95.5089
AT2G02580.1	1651	1441.79	0	0
AT2G02590.1	1209	999.789	25	5.07749
AT2G02610.1	2108	1898.79	1	0.10694
AT2G02620.1	2125	1915.79	0	0
AT2G02630.1	2056	1846.79	0	0
AT2G02640.1	1884	1674.79	0	0
AT2G02650.1	1098	888.789	0	0
AT2G02660.1	1266	1056.79	0	0
AT2G02680.1	1950	1740.79	0	0
AT2G02690.1	1889	1679.79	0	0
AT2G02700.1	1500	1290.79	0	0
AT2G02710.1	1582	1372.79	817	120.847
AT2G02720.1	1723	1513.79	6.14783	0.824657
AT2G02730.1	1523	1313.79	66.8522	10.3325
AT2G02740.1	1094	884.789	31	7.11442
AT2G02750.1	2390	2180.79	23	2.14157
AT2G02760.1	934	724.789	984	275.677
AT2G02770.1	2161	1951.79	84	8.73904
AT2G02780.1	2314	2104.79	107	10.3227
AT2G02790.1	2067	1857.79	156	17.0508
AT2G02795.1	507	299.618	0	0
AT2G02800.1	1683	1473.79	221	30.4491
AT2G02810.1	1259	1049.79	100	19.3426
AT2G02820.2	2066	1856.79	98	10.7172
AT2G02835.1	597	388.192	0	0
AT2G02840.1	1306	1096.79	0	0
AT2G02850.1	708	498.845	6	2.44232
AT2G02860.1	2138	1928.79	271	28.53
AT2G02870.1	2190	1980.79	259	26.5509
AT2G02880.1	1280	1070.79	30	5.68898
AT2G02890.1	1596	1386.79	0	0
AT2G02910.1	1615	1405.79	146	21.0887
AT2G02930.1	939	729.789	13	3.61712
AT2G02950.1	1592	1382.79	107	15.7125
AT2G02955.1	2444	2234.79	34	3.0893
AT2G02960.5	1560	1350.79	388	58.3259
AT2G02970.1	2275	2065.79	297	29.1936
AT2G02980.1	2027	1817.79	15	1.67558
AT2G02990.1	1045	835.789	3	0.728856
AT2G03000.1	1608	1398.79	0	0
AT2G03010.1	1107	897.789	8	1.80939
AT2G03020.1	1117	907.789	2	0.447365
AT2G03030.1	615	406.153	0	0
AT2G03040.1	501	293.737	0	0
AT2G03050.1	1257	1047.79	32	6.20145
AT2G03060.2	1337	1127.79	28	5.04136
AT2G03070.1	2086	1876.79	51	5.51788
AT2G03090.1	1358	1148.79	425	75.1218
AT2G03110.1	1030	820.789	10	2.47392
AT2G03120.1	1425	1215.79	402	67.1406
AT2G03130.1	333	137.317	0	0
AT2G03140.2	5768	5558.79	148	5.40628
AT2G03150.1	4398	4188.79	277	13.4279
AT2G03160.1	603	394.192	0	0
AT2G03170.1	450	244.273	0	0
AT2G03180.1	363	163.332	0	0
AT2G03190.1	688	478.845	0	0
AT2G03200.1	1468	1258.79	623	100.497
AT2G03210.1	1620	1410.79	6	0.863588
AT2G03220.1	1873	1663.79	159	19.4051
AT2G03230.1	459	253.022	0	0
AT2G03240.1	2752	2542.79	255	20.3632
AT2G03250.1	2271	2061.79	0	0
AT2G03260.1	2596	2386.79	6	0.510451
AT2G03270.1	2196	1986.79	43	4.39475
AT2G03280.2	1744	1534.79	37	4.8952
AT2G03290.1	814	604.789	0	0
AT2G03300.1	612	403.153	0	0
AT2G03310.1	845	635.789	124	39.6028
AT2G03320.1	306	114.5	0	0
AT2G03330.1	1158	948.789	36.174	7.74184
AT2G03340.1	2128	1918.79	283	29.9486
AT2G03350.1	809	599.789	286	96.8244
AT2G03360.2	1486	1276.79	0	0
AT2G03370.1	1439	1229.79	0	0
AT2G03380.1	2070	1860.79	7	0.763868
AT2G03390.1	1366	1156.79	244	42.8305
AT2G03410.1	2412	2202.79	9.32094	0.859219
AT2G03420.1	647	438.068	61.6791	28.5899
AT2G03430.1	1003	793.789	62	15.86
AT2G03440.1	914	704.789	517	148.953
AT2G03450.1	2194	1984.79	239	24.4512
AT2G03460.1	1280	1070.79	0	0
AT2G03470.1	1707	1497.79	264	35.7907
AT2G03480.1	2444	2234.79	158	14.3561
AT2G03500.1	1666	1456.79	10	1.39386
AT2G03505.1	866	656.789	19	5.87415
AT2G03510.1	1397	1187.79	156	26.6687
AT2G03520.1	1322	1112.79	0	0
AT2G03530.1	1368	1158.79	63	11.0396
AT2G03550.1	1048	838.789	126	30.5025
AT2G03560.1	1362	1152.79	0	0
AT2G03565.1	201	41.2197	0	0
AT2G03570.1	270	86.4036	0	0
AT2G03580.1	435	229.941	0	0
AT2G03590.1	1802	1592.79	22	2.80467
AT2G03600.4	1269	1059.79	0	0
AT2G03610.1	651	441.98	0	0
AT2G03620.1	1595	1385.79	80	11.7222
AT2G03630.1	759	549.845	0	0
AT2G03640.3	1727	1517.79	453	60.6044
AT2G03667.1	2043	1833.79	87	9.63357
AT2G03670.1	1975	1765.79	32	3.67983
AT2G03680.1	659	449.891	873.863	394.415
AT2G03690.1	1063	853.789	122.137	29.0479
AT2G03710.1	1341	1131.79	85	15.25
AT2G03720.1	846	636.789	0	0
AT2G03730.1	1800	1590.79	323	41.2294
AT2G03740.1	857	647.789	1	0.313461
AT2G03750.1	1255	1045.79	171	33.2024
AT2G03760.1	1327	1117.79	94	17.076
AT2G03770.1	975	765.789	4	1.06064
AT2G03780.1	1119	909.789	64	14.2842
AT2G03800.1	1262	1052.79	97	18.7089
AT2G03810.1	1787	1577.79	175	22.522
AT2G03820.1	1841	1631.79	409	50.8952
AT2G03821.1	904	694.789	0	0
AT2G03822.1	174	28.3806	0	0
AT2G03830.1	678	468.845	0	0
AT2G03840.1	837	627.789	0	0
AT2G03850.1	753	543.845	0	0
AT2G03870.2	669	459.845	164	72.4184
AT2G03880.1	2167	1957.79	8	0.829739
AT2G03890.1	2893	2683.79	802	60.6797
AT2G03913.1	222	53.485	0	0
AT2G03930.2	495	287.971	0	0
AT2G03931.1	228	57.1749	0	0
AT2G03932.1	273	88.7165	0	0
AT2G03933.1	228	57.1749	0	0
AT2G03936.1	246	68.7268	0	0
AT2G03937.2	229	57.8045	0	0
AT2G03938.1	150	19.2657	0	0
AT2G03955.1	234	60.8731	0	0
AT2G03980.1	1420	1210.79	41	6.87595
AT2G04020.1	786	576.789	0	0
AT2G04025.1	511	303.558	0	0
AT2G04030.1	2680	2470.79	495	40.6805
AT2G04031.1	620	411.153	0	0
AT2G04032.1	1342	1132.79	7	1.25478
AT2G04034.1	279	93.1208	0	0
AT2G04037.1	474	267.499	0	0
AT2G04038.1	501	293.737	3	2.07386
AT2G04039.3	932	722.789	158	44.3877
AT2G04040.1	1542	1332.79	0	0
AT2G04041.1	456	250.124	0	0
AT2G04045.1	439	233.706	0	0
AT2G04046.1	333	137.317	0	0
AT2G04050.1	1431	1221.79	1	0.166196
AT2G04060.1	1410	1200.79	0	0
AT2G04063.1	339	142.497	0	0
AT2G04066.1	516	308.496	0	0
AT2G04070.1	1623	1413.79	0	0
AT2G04080.1	1663	1453.79	79	11.0343
AT2G04090.1	1434	1224.79	0	0
AT2G04100.1	1661	1451.79	6	0.839199
AT2G04115.1	623	414.153	0	0
AT2G04160.1	2552	2342.79	29	2.51352
AT2G04170.1	1576	1366.79	2	0.297129
AT2G04190.1	1461	1251.79	1	0.162213
AT2G04220.1	1107	897.789	0	0
AT2G04230.1	1930	1720.79	120	14.1602
AT2G04235.1	3981	3771.79	13	0.699863
AT2G04240.1	849	639.789	331	105.053
AT2G04270.5	3256	3046.79	62	4.13206
AT2G04280.1	2022	1812.79	518	58.0229
AT2G04300.1	2658	2448.79	0	0
AT2G04305.1	1821	1611.79	223	28.094
AT2G04340.1	984	774.789	88	23.063
AT2G04350.1	2434	2224.79	262	23.9128
AT2G04360.1	1241	1031.79	78	15.3504
AT2G04370.1	249	70.7559	0	0
AT2G04378.2	848	638.789	179.306	56.9975
AT2G04380.1	697	487.845	72.6935	30.2573
AT2G04390.1	684	474.845	313.972	134.263
AT2G04395.1	477	270.391	1	0.750975
AT2G04400.1	1428	1218.79	203	33.8209
AT2G04410.1	615	406.153	692	345.966
AT2G04420.1	762	552.845	0	0
AT2G04425.1	306	114.5	0	0
AT2G04430.1	1019	809.789	24	6.01806
AT2G04440.1	660	450.891	1	0.450345
AT2G04450.1	1311	1101.79	10	1.84297
AT2G04480.1	744	534.845	0	0
AT2G04495.1	941	731.789	13	3.60724
AT2G04500.1	1988	1778.79	2	0.228309
AT2G04515.1	842	632.789	2	0.641783
AT2G04520.1	817	607.789	514	171.723
AT2G04530.1	1294	1084.79	42	7.86179
AT2G04540.1	1544	1334.79	58	8.82333
AT2G04550.1	1280	1070.79	126	23.8937
AT2G04560.1	1418	1208.79	20	3.35967
AT2G04570.1	1347	1137.79	26	4.64012
AT2G04620.1	2397	2187.79	89	8.26041
AT2G04622.1	246	68.7268	0	0
AT2G04630.1	757	547.845	212	78.5769
AT2G04650.1	1526	1316.79	57	8.78974
AT2G04660.1	2913	2703.79	73	5.48236
AT2G04675.1	493	286.028	0	0
AT2G04680.1	2070	1860.79	0	0
AT2G04690.1	940	730.789	243	67.5199
AT2G04700.1	810	600.789	609	205.832
AT2G04740.1	1879	1669.79	67	8.14761
AT2G04750.1	1959	1749.79	0	0
AT2G04780.1	1285	1075.79	1033	194.98
AT2G04790.2	717	507.845	37	14.7941
AT2G04795.1	523	315.433	78	50.2116
AT2G04800.1	306	114.5	3	5.32024
AT2G04810.1	1194	984.789	0	0
AT2G04830.1	502	294.737	0	0
AT2G04840.1	1170	960.789	0	0
AT2G04842.1	1953	1743.79	223	25.9674
AT2G04845.1	787	577.789	60	21.0862
AT2G04850.1	1400	1190.79	245	41.7781
AT2G04860.1	2079	1869.79	14	1.52038
AT2G04865.1	2527	2317.79	144	12.6155
AT2G04870.1	219	51.4934	0	0
AT2G04880.1	2028	1818.79	176.755	19.7336
AT2G04890.1	1863	1653.79	52.2453	6.41482
AT2G04900.1	631	422.111	268	128.921
AT2G04910.1	375	174.024	0	0
AT2G04920.1	1131	921.789	0	0
AT2G04925.1	398	195.068	0	0
AT2G04930.1	834	624.789	0	0
AT2G04940.1	1499	1289.79	114	17.9475
AT2G05050.1	597	388.192	0	0
AT2G05060.1	948	738.789	0	0
AT2G05070.1	1063	853.789	1748.32	415.803
AT2G05100.1	1101	891.789	2747.68	625.635
AT2G05117.1	273	88.7165	0	0
AT2G05120.1	4018	3808.79	68	3.62526
AT2G05140.1	489	282.114	0	0
AT2G05160.1	2436	2226.79	16	1.45901
AT2G05170.1	3334	3124.79	383	24.8883
AT2G05180.1	1329	1119.79	0	0
AT2G05185.1	684	474.845	61.5118	26.3041
AT2G05210.1	1993	1783.79	154	17.5305
AT2G05220.1	720	510.845	486.028	193.192
AT2G05230.1	2849	2639.79	44.4137	3.41637
AT2G05250.1	2839	2629.79	159.586	12.3223
AT2G05260.1	1379	1169.79	67	11.6301
AT2G05270.1	415	211.143	0	0
AT2G05294.1	93	16.6857	0	0
AT2G05310.1	564	355.566	444.098	253.615
AT2G05320.1	1449	1239.79	244	39.9631
AT2G05330.1	648	439.068	0	0
AT2G05335.1	306	114.5	0	0
AT2G05350.1	1510	1300.79	0	0
AT2G05360.1	1077	867.789	1	0.233993
AT2G05370.1	636	427.111	0	0
AT2G05380.1	603	394.192	197	101.479
AT2G05400.1	1415	1205.79	0	0
AT2G05410.1	1082	872.789	0	0
AT2G05420.1	894	684.789	0	0
AT2G05430.1	1192	982.789	0	0
AT2G05440.2	727	517.845	7	2.74483
AT2G05500.1	267	84.1503	0	0
AT2G05510.1	707	497.845	1	0.407871
AT2G05520.1	710	500.845	6061	2457.3
AT2G05530.1	615	406.153	0	0
AT2G05540.1	756	546.845	41	15.2243
AT2G05580.1	1075	865.789	0	0
AT2G05590.2	1266	1056.79	165	31.7039
AT2G05600.1	720	510.845	0	0
AT2G05620.1	768	558.845	314	114.092
AT2G05630.2	827	617.789	112	36.8125
AT2G05632.1	986	776.789	28	7.31934
AT2G05635.1	441	235.588	0	0
AT2G05642.1	1889	1679.79	0	0
AT2G05645.1	615	406.153	0	0
AT2G05710.1	3493	3283.79	826	51.0766
AT2G05720.1	831	621.789	0	0
AT2G05752.1	594	385.27	0	0
AT2G05753.1	303	111.989	0	0
AT2G05755.1	1342	1132.79	58	10.3967
AT2G05760.1	1816	1606.79	34	4.29672
AT2G05786.1	135	15.7951	0	0
AT2G05790.1	1843	1633.79	682	84.7629
AT2G05803.1	138	16.119	0	0
AT2G05810.1	2282	2072.79	225	22.0417
AT2G05830.1	1549	1339.79	165	25.0072
AT2G05840.1	1116	906.789	476	106.59
AT2G05850.1	1584	1374.79	2	0.2954
AT2G05900.1	939	729.789	0	0
AT2G05910.1	810	600.789	3	1.01395
AT2G05915.1	351	152.755	8	10.6344
AT2G05920.1	2603	2393.79	624	52.9317
AT2G05940.1	1702	1492.79	233	31.6938
AT2G05970.1	1134	924.789	0	0
AT2G05990.1	1606	1396.79	298	43.3214
AT2G06000.1	2057	1847.79	53	5.82426
AT2G06005.1	1238	1028.79	24	4.73699
AT2G06010.1	1031	821.789	68	16.8022
AT2G06020.1	906	696.789	0	0
AT2G06025.1	1431	1221.79	249	41.3828
AT2G06040.1	2608	2398.79	44	3.72458
AT2G06050.2	1510	1300.79	561	87.5736
AT2G06090.1	408	204.46	0	0
AT2G06095.1	696	486.845	0	0
AT2G06166.1	312	119.472	0	0
AT2G06200.1	872	662.789	1	0.306367
AT2G06210.1	3579	3369.79	190	11.449
AT2G06255.1	703	493.845	22	9.04584
AT2G06420.1	1470	1260.79	0	0
AT2G06500.1	1749	1539.79	0	0
AT2G06510.1	2117	1907.79	49	5.21534
AT2G06520.1	630	421.111	2920	1408
AT2G06530.1	1041	831.789	711	173.57
AT2G06541.1	1779	1569.79	0	0
AT2G06555.1	622	413.153	0	0
AT2G06570.1	834	624.789	0	0
AT2G06645.1	1264	1054.79	0	0
AT2G06667.1	189	35.091	0	0
AT2G06845.1	948	738.789	0	0
AT2G06850.1	1214	1004.79	3330	672.956
AT2G06904.1	654	444.936	0	0
AT2G06906.1	372	171.309	0	0
AT2G06908.1	414	210.186	0	0
AT2G06925.1	658	448.891	216	97.708
AT2G06960.1	447	241.395	0	0
AT2G06983.1	264	81.9736	0	0
AT2G06990.1	3352	3142.79	116	7.4948
AT2G07000.1	322	127.936	2	3.17434
AT2G07020.1	2103	1893.79	0	0
AT2G07040.1	2209	1999.79	3	0.304617
AT2G07050.1	2839	2629.79	555	42.8538
AT2G07110.1	453	247.174	0	0
AT2G07120.1	1062	852.789	0	0
AT2G07140.1	1329	1119.79	3.39562	0.615743
AT2G07170.1	2758	2548.79	22	1.75269
AT2G07180.1	1736	1526.79	314	41.7607
AT2G07190.1	1359	1149.79	0	0
AT2G07200.1	456	250.124	0	0
AT2G07215.1	738	528.845	0	0
AT2G07240.1	3174	2964.79	0	0
AT2G07280.1	1482	1272.79	0	0
AT2G07290.1	405	201.543	0	0
AT2G07310.1	792	582.789	0	0
AT2G07340.1	609	400.153	106	53.7895
AT2G07360.2	4065	3855.79	659	34.7048
AT2G07362.1	126	13.6348	0	0
AT2G07363.1	150	19.2657	0	0
AT2G07440.1	411	207.335	0	0
AT2G07505.1	432	227.033	0	0
AT2G07521.1	150	19.2657	0	0
AT2G07560.1	3332	3122.79	0	0
AT2G07599.2	1232	1022.79	6	1.19119
AT2G07640.1	471	264.606	0	0
AT2G07667.1	657	447.891	3	1.36008
AT2G07669.1	330	134.724	2	3.01441
AT2G07671.1	449	243.322	24.1382	20.1438
AT2G07672.1	480	273.309	0.5	0.371478
AT2G07673.1	321	127.102	0	0
AT2G07674.1	756	546.845	0	0
AT2G07675.1	378	176.771	5	5.74351
AT2G07676.1	357	158.071	0	0
AT2G07678.1	738	528.845	1	0.383962
AT2G07680.1	4244	4034.79	74	3.72416
AT2G07681.1	2291	2081.79	1.14906	0.112078
AT2G07684.1	111	12.1895	3	49.9751
AT2G07687.1	998	788.789	7.42373	1.91108
AT2G07689.1	645	436.068	1.38468	0.644781
AT2G07690.1	2462	2252.79	65	5.85882
AT2G07691.1	411	207.335	0	0
AT2G07692.1	839	629.789	0	0
AT2G07695.1	876	666.789	0	0
AT2G07696.1	832	622.789	4.89879	1.59722
AT2G07698.1	2433	2223.79	30.8581	2.81768
AT2G07701.1	321	127.102	1	1.59759
AT2G07702.1	459	253.022	0.666667	0.535017
AT2G07705.1	201	41.2197	2	9.85241
AT2G07706.1	2080	1870.79	1537	166.827
AT2G07707.1	477	270.391	3	2.25292
AT2G07708.1	1183	973.789	4.61417	0.962157
AT2G07713.1	369	168.591	0	0
AT2G07714.1	591	382.308	0	0
AT2G07715.1	2170	1960.79	12.1501	1.25825
AT2G07718.1	942	732.789	2.5	0.692753
AT2G07719.1	701	491.845	3	1.23854
AT2G07721.1	399	195.968	1	1.03617
AT2G07722.1	420	215.905	0	0
AT2G07724.1	324	129.617	0	0
AT2G07725.1	746	536.845	10	3.7824
